Date/Time	Stress Level	temp	feels_like	temp_min	temp_max	pressure	humidity	wind_speed	rain_1h	clouds_all	weather_main	Walking Speed (km/hr)	Environmental Audio Exposure (dBASPL)	Blood Oxygen Saturation (%)
2022-11-05 16:48:00+00:00	Low	10.43	9.77	9.94	11.04	1015	86	6.17	0.25	20	2	4.75	69.73	97.0
2022-11-05 17:07:00+00:00	Low	10.43	9.77	9.94	11.04	1015	86	6.17	0.25	20	5	4.14	61.77	97.0
2022-11-05 18:02:00+00:00	Low	10.23	9.66	9.93	10.53	1014	90	6.17	0.25	40	5	5.29	69.73	97.0
2022-11-05 20:09:00+00:00	Low	10.47	9.82	9.94	11.04	1014	86	7.2	0.0	75	1	3.92	67.63	97.0
2022-11-06 14:42:00+00:00	Low	9.95	6.55	9.38	10.53	1005	95	8.23	2.13	75	5	5.94	69.73	97.0
2022-11-06 14:43:00+00:00	Medium	9.95	6.55	9.38	10.53	1005	95	8.23	2.13	75	5	5.87	69.73	97.0
2022-11-06 14:44:00+00:00	Low	9.95	6.55	9.38	10.53	1005	95	8.23	2.13	75	5	5.87	69.73	97.0
2022-11-06 16:25:00+00:00	Low	9.26	5.17	8.82	9.97	1004	94	10.29	1.69	75	5	4.9	69.73	97.0
2022-11-06 16:27:00+00:00	Low	9.26	5.17	8.82	9.97	1004	94	10.29	1.69	75	5	4.9	73.66	97.0
2022-11-06 16:30:00+00:00	Medium	9.26	5.17	8.82	9.97	1004	94	10.29	1.69	75	5	4.9	73.66	97.0
2022-11-06 16:31:00+00:00	Medium	8.3	4.13	7.71	8.86	1004	94	9.26	1.22	75	5	3.53	73.66	97.0
2022-11-06 16:36:00+00:00	Low	8.3	4.13	7.71	8.86	1004	94	9.26	1.22	75	5	3.53	73.66	97.0
2022-11-06 16:46:00+00:00	Low	8.3	4.13	7.71	8.86	1004	94	9.26	1.22	75	5	4.32	69.73	97.0
2022-11-06 18:06:00+00:00	Low	8.3	4.54	7.71	8.86	1003	96	7.72	0.55	75	5	5.62	76.84	97.0
2022-11-06 18:07:00+00:00	Low	8.3	4.54	7.71	8.86	1003	96	7.72	0.55	75	5	5.62	69.73	97.0
2022-11-06 18:08:00+00:00	Low	8.3	4.54	7.71	8.86	1003	96	7.72	0.55	75	5	3.78	69.73	97.0
2022-11-06 18:17:00+00:00	Low	8.3	4.54	7.71	8.86	1003	96	7.72	0.55	75	5	4.25	69.73	97.0
2022-11-06 18:22:00+00:00	Low	8.3	4.54	7.71	8.86	1003	96	7.72	0.55	75	5	4.86	69.73	97.0
2022-11-06 19:40:00+00:00	Low	9.58	5.94	9.38	9.97	1003	95	8.75	0.25	75	5	5.26	69.73	97.0
2022-11-06 21:44:00+00:00	Low	10.65	10.23	9.94	11.07	1004	94	8.75	0.25	40	5	3.71	69.73	97.0
2022-11-07 18:09:00+00:00	High	13.44	13.22	12.74	13.97	1008	91	7.2	0.0	75	1	5.9	70.37	97.0
2022-11-07 18:10:00+00:00	Low	13.44	13.22	12.74	13.97	1008	91	7.2	0.0	75	1	6.3	70.37	97.0
2022-11-07 18:13:00+00:00	Low	13.44	13.22	12.74	13.97	1008	91	7.2	0.0	75	1	4.5	69.73	97.0
2022-11-07 18:19:00+00:00	Low	13.44	13.22	12.74	13.97	1008	91	7.2	0.0	75	1	4.72	69.73	97.0
2022-11-07 19:36:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	4.43	72.57	97.0
2022-11-07 19:42:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	4.46	72.57	97.0
2022-11-07 19:46:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	4.46	69.73	97.0
2022-11-07 20:11:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	3.13	72.4	97.0
2022-11-07 20:16:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	3.92	69.73	97.0
2022-11-07 20:28:00+00:00	High	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	4.57	69.73	97.0
2022-11-07 20:29:00+00:00	Low	13.42	13.12	12.73	13.97	1009	88	6.17	0.0	0	0	4.57	69.73	97.0
2022-11-07 20:31:00+00:00	Low	13.42	13.09	12.74	13.97	1008	87	7.2	0.0	0	0	4.5	69.73	97.0
2022-11-07 20:33:00+00:00	Low	13.42	13.09	12.74	13.97	1008	87	7.2	0.0	0	0	4.5	79.02	97.0
2022-11-07 20:56:00+00:00	Low	13.42	13.09	12.74	13.97	1008	87	7.2	0.0	0	0	4.82	69.73	97.0
2022-11-07 22:12:00+00:00	Low	13.7	13.4	13.27	14.38	1008	87	7.72	0.0	0	0	4.18	69.73	97.0
2022-11-07 23:06:00+00:00	Low	13.63	13.29	12.74	13.97	1008	86	7.2	0.0	0	0	4.57	55.44	97.0
2022-11-08 13:22:00+00:00	Low	15.01	14.42	14.38	15.51	1003	71	8.75	0.0	40	1	5.65	69.73	97.0
2022-11-08 13:51:00+00:00	Medium	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	3.67	69.73	97.0
2022-11-08 13:52:00+00:00	Low	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	3.67	69.73	97.0
2022-11-08 13:54:00+00:00	High	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	3.67	69.73	97.0
2022-11-08 13:57:00+00:00	Medium	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	4.64	69.73	97.0
2022-11-08 14:00:00+00:00	Low	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	4.64	69.73	97.0
2022-11-08 14:01:00+00:00	High	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	4.64	69.73	97.0
2022-11-08 14:09:00+00:00	Medium	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	5.51	69.73	97.0
2022-11-08 14:10:00+00:00	Low	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	5.51	65.98	97.0
2022-11-08 14:12:00+00:00	Medium	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	5.51	65.98	97.0
2022-11-08 14:17:00+00:00	Low	14.79	14.26	13.83	15.51	1003	74	7.72	0.0	40	1	5.76	65.98	97.0
2022-11-08 14:49:00+00:00	Low	14.56	14.0	13.82	14.97	1003	74	7.72	0.0	20	1	0.0	60.98	100.0
2022-11-08 15:17:00+00:00	Low	14.56	14.0	13.82	14.97	1003	74	7.72	0.0	20	1	6.62	69.73	97.0
2022-11-08 15:29:00+00:00	Low	14.56	14.0	13.82	14.97	1003	74	7.72	0.0	20	1	3.82	69.73	97.0
2022-11-08 15:33:00+00:00	Low	14.14	13.62	13.29	14.95	1002	77	6.17	0.12	40	5	3.82	69.73	97.0
2022-11-08 15:37:00+00:00	Low	14.14	13.62	13.29	14.95	1002	77	6.17	0.12	40	5	4.75	51.36	97.0
2022-11-08 15:41:00+00:00	Low	14.14	13.62	13.29	14.95	1002	77	6.17	0.12	40	5	5.44	51.36	97.0
2022-11-08 17:14:00+00:00	Low	13.48	13.0	12.71	14.38	1002	81	6.17	0.0	20	1	3.71	65.35	97.0
2022-11-08 17:18:00+00:00	Low	13.48	13.0	12.71	14.38	1002	81	6.17	0.0	20	1	4.21	69.73	97.0
2022-11-08 17:21:00+00:00	Low	13.48	13.0	12.71	14.38	1002	81	6.17	0.0	20	1	5.04	69.73	97.0
2022-11-08 17:32:00+00:00	Low	13.14	12.68	12.18	13.86	1002	83	7.2	0.0	20	1	5.18	69.73	97.0
2022-11-08 17:37:00+00:00	Low	13.14	12.68	12.18	13.86	1002	83	7.2	0.0	20	1	5.18	67.76	97.0
2022-11-08 19:10:00+00:00	Low	13.13	12.67	12.71	13.86	1003	83	6.17	0.22	20	5	3.78	82.64	97.0
2022-11-08 19:58:00+00:00	Low	12.87	12.38	12.17	13.29	1003	83	9.77	1.01	40	5	5.11	69.73	97.0
2022-11-08 20:10:00+00:00	Low	12.87	12.38	12.17	13.29	1003	83	9.77	1.01	40	5	4.21	73.43	97.0
2022-11-08 20:17:00+00:00	Low	12.87	12.38	12.17	13.29	1003	83	9.77	1.01	40	5	5.29	69.73	97.0
2022-11-08 20:26:00+00:00	Low	12.87	12.38	12.17	13.29	1003	83	9.77	1.01	40	5	4.68	69.73	97.0
2022-11-08 20:38:00+00:00	Low	11.89	11.38	11.05	12.74	1003	86	5.66	0.76	40	5	0.0	71.83	97.0
2022-11-08 22:36:00+00:00	Low	11.72	11.32	11.06	12.19	1003	91	4.12	0.14	40	5	2.88	69.73	97.0
2022-11-08 23:05:00+00:00	Low	11.72	11.32	11.06	12.19	1003	91	4.12	0.14	40	5	3.28	69.73	97.0
2022-11-08 23:07:00+00:00	Low	11.72	11.32	11.06	12.19	1003	91	4.12	0.14	40	5	4.86	69.64	97.0
2022-11-08 23:39:00+00:00	Low	12.48	12.13	11.62	13.29	1003	90	5.14	0.93	40	5	5.0	94.44	97.0
2022-11-08 23:57:00+00:00	Low	12.48	12.13	11.62	13.29	1003	90	5.14	0.93	40	5	5.08	69.73	97.0
2022-11-09 00:50:00+00:00	Low	12.49	12.07	11.62	13.28	1003	87	7.2	1.1	20	5	5.62	69.73	97.0
2022-11-09 12:15:00+00:00	Low	13.06	12.46	12.16	13.29	1006	78	9.77	0.0	40	1	4.97	67.6	97.0
2022-11-09 12:18:00+00:00	Low	13.06	12.46	12.16	13.29	1006	78	9.77	0.0	40	1	5.94	69.73	97.0
2022-11-09 12:23:00+00:00	Low	13.06	12.46	12.16	13.29	1006	78	9.77	0.0	40	1	5.47	69.73	97.0
2022-11-09 12:30:00+00:00	Low	13.06	12.46	12.16	13.29	1006	78	9.77	0.0	40	1	3.78	69.73	97.0
2022-11-09 12:32:00+00:00	Medium	13.27	12.69	12.71	13.86	1006	78	10.8	0.23	75	5	3.35	69.73	97.0
2022-11-09 12:33:00+00:00	Low	13.27	12.69	12.71	13.86	1006	78	10.8	0.23	75	5	3.96	69.73	97.0
2022-11-09 12:40:00+00:00	Low	13.27	12.69	12.71	13.86	1006	78	10.8	0.23	75	5	5.62	63.47	97.0
2022-11-09 12:43:00+00:00	Medium	13.27	12.69	12.71	13.86	1006	78	10.8	0.23	75	5	5.62	63.47	97.0
2022-11-09 17:14:00+00:00	Low	12.17	11.69	11.62	12.97	1009	86	7.2	0.38	40	5	5.11	66.89	97.0
2022-11-09 17:20:00+00:00	Low	12.17	11.69	11.62	12.97	1009	86	7.2	0.38	40	5	5.76	69.73	97.0
2022-11-09 17:22:00+00:00	Low	12.17	11.69	11.62	12.97	1009	86	7.2	0.38	40	5	5.08	69.73	97.0
2022-11-09 18:48:00+00:00	Low	11.7	11.17	11.06	12.19	1012	86	4.63	0.25	20	5	5.15	69.73	97.0
2022-11-09 18:58:00+00:00	Low	11.7	11.17	11.06	12.19	1012	86	4.63	0.25	20	5	3.1	69.73	97.0
2022-11-09 20:14:00+00:00	Low	11.4	10.87	10.5	12.18	1012	87	4.63	0.13	40	5	4.64	67.46	97.0
2022-11-09 20:24:00+00:00	Low	11.4	10.87	10.5	12.18	1012	87	4.63	0.13	40	5	5.62	69.73	97.0
2022-11-09 21:26:00+00:00	Low	10.62	10.09	9.93	12.16	1013	90	4.12	0.51	20	5	5.33	69.73	97.0
2022-11-09 22:24:00+00:00	Medium	10.59	10.08	9.93	11.64	1014	91	4.63	0.25	20	5	3.67	69.73	97.0
2022-11-09 22:37:00+00:00	Medium	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.64	67.87	97.0
2022-11-09 22:38:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.64	67.87	97.0
2022-11-09 22:39:00+00:00	High	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.64	67.87	97.0
2022-11-09 22:46:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.1	69.73	97.0
2022-11-09 22:47:00+00:00	Medium	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.1	69.73	97.0
2022-11-09 22:52:00+00:00	High	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	4.1	69.73	97.0
2022-11-09 22:56:00+00:00	Medium	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.18	69.73	97.0
2022-11-09 22:57:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.18	69.73	97.0
2022-11-09 23:02:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.62	69.73	97.0
2022-11-09 23:03:00+00:00	Medium	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.62	69.73	97.0
2022-11-09 23:05:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.58	69.73	97.0
2022-11-09 23:06:00+00:00	Low	10.58	10.1	9.39	11.63	1014	92	4.12	0.38	20	5	5.58	70.12	97.0
2022-11-09 23:43:00+00:00	Low	10.49	10.02	9.93	11.08	1015	93	4.63	1.02	20	5	0.0	67.66	100.0
2022-11-09 23:52:00+00:00	Low	10.49	10.02	9.93	11.08	1015	93	4.63	1.02	20	5	4.39	69.73	100.0
2022-11-10 08:52:00+00:00	Low	11.71	11.31	11.07	12.19	1020	91	6.17	0.25	20	5	5.11	69.89	97.0
2022-11-10 09:00:00+00:00	Low	11.71	11.31	11.07	12.19	1020	91	6.17	0.25	20	5	5.8	69.73	97.0
2022-11-10 09:38:00+00:00	Low	12.71	12.36	12.18	13.3	1022	89	7.2	0.0	20	1	4.07	69.73	97.0
2022-11-10 09:45:00+00:00	Low	12.71	12.36	12.18	13.3	1022	89	7.2	0.0	20	1	3.17	62.93	97.0
2022-11-10 10:42:00+00:00	Low	13.67	13.31	13.27	14.41	1022	85	8.23	0.0	40	1	4.14	69.73	97.0
2022-11-10 10:50:00+00:00	Low	13.67	13.31	13.27	14.41	1022	85	8.23	0.0	40	1	4.79	67.65	97.0
2022-11-10 10:55:00+00:00	Low	13.67	13.31	13.27	14.41	1022	85	8.23	0.0	40	1	4.57	69.73	97.0
2022-11-10 10:58:00+00:00	Low	13.67	13.31	13.27	14.41	1022	85	8.23	0.0	40	1	3.53	69.73	97.0
2022-11-10 12:52:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	4.1	74.4	97.0
2022-11-10 12:57:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	4.1	69.73	97.0
2022-11-10 13:01:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	3.46	69.73	97.0
2022-11-10 13:05:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	4.36	69.73	97.0
2022-11-10 13:09:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	3.24	69.73	97.0
2022-11-10 13:20:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	3.02	71.94	97.0
2022-11-10 13:26:00+00:00	Low	14.03	13.66	13.82	14.41	1023	83	6.69	0.0	75	1	5.8	69.73	97.0
2022-11-10 14:22:00+00:00	Low	14.1	13.76	13.27	14.41	1023	84	8.23	0.0	100	2	5.26	64.18	97.0
2022-11-10 17:46:00+00:00	Low	12.85	12.36	12.16	13.3	1025	83	6.69	0.0	40	1	5.47	47.23	97.0
2022-11-10 18:37:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	4.79	69.73	97.0
2022-11-10 18:45:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	5.29	73.04	97.0
2022-11-10 18:52:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	3.46	73.04	97.0
2022-11-10 19:02:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	5.83	69.73	97.0
2022-11-10 19:04:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	3.6	69.73	97.0
2022-11-10 19:14:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	4.1	71.84	97.0
2022-11-10 19:20:00+00:00	Low	12.26	11.76	11.61	12.75	1025	85	5.66	0.0	75	1	4.9	71.84	97.0
2022-11-10 21:23:00+00:00	Low	11.95	11.47	11.61	12.73	1025	87	6.69	0.0	40	1	3.64	66.93	97.0
2022-11-10 21:24:00+00:00	Low	11.95	11.47	11.61	12.73	1025	87	6.69	0.0	40	1	3.64	69.73	97.0
2022-11-10 21:49:00+00:00	Medium	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.68	69.35	97.0
2022-11-10 21:50:00+00:00	High	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.68	69.35	97.0
2022-11-10 22:17:00+00:00	Low	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.25	63.89	97.0
2022-11-10 22:18:00+00:00	High	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.25	63.89	97.0
2022-11-10 22:20:00+00:00	Medium	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.25	63.89	97.0
2022-11-10 22:23:00+00:00	Medium	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.25	69.73	97.0
2022-11-10 22:24:00+00:00	Low	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.25	69.73	97.0
2022-11-10 22:26:00+00:00	Low	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.46	69.73	97.0
2022-11-10 22:27:00+00:00	Medium	12.01	11.54	11.61	12.75	1026	87	6.17	0.0	75	1	4.46	69.73	97.0
2022-11-10 23:56:00+00:00	Low	12.06	11.59	11.61	12.75	1027	87	7.2	0.0	75	1	5.54	69.73	97.0
2022-11-11 10:36:00+00:00	Low	11.19	10.71	10.5	11.64	1029	90	6.17	0.0	75	1	5.47	69.73	97.0
2022-11-11 10:41:00+00:00	High	11.19	10.71	10.5	11.64	1029	90	6.17	0.0	75	1	5.69	69.73	97.0
2022-11-11 11:39:00+00:00	Low	11.53	11.04	10.97	12.19	1029	88	6.69	0.0	75	1	4.32	69.73	97.0
2022-11-11 11:43:00+00:00	Low	11.53	11.04	10.97	12.19	1029	88	6.69	0.0	75	1	3.67	69.73	97.0
2022-11-11 11:48:00+00:00	Low	11.53	11.04	10.97	12.19	1029	88	6.69	0.0	75	1	3.28	71.15	97.0
2022-11-11 12:52:00+00:00	Low	11.58	11.07	10.97	12.19	1029	87	6.17	0.0	40	1	3.1	71.19	97.0
2022-11-11 12:56:00+00:00	Low	11.58	11.07	10.97	12.19	1029	87	6.17	0.0	40	1	3.1	69.73	97.0
2022-11-11 13:09:00+00:00	Low	11.58	11.07	10.97	12.19	1029	87	6.17	0.0	40	1	5.15	69.73	97.0
2022-11-11 15:01:00+00:00	Low	12.08	11.59	11.61	12.19	1029	86	5.14	0.0	20	1	5.22	69.73	97.0
2022-11-11 16:00:00+00:00	Low	11.03	10.51	9.93	11.64	1029	89	3.6	0.0	0	0	5.65	69.73	97.0
2022-11-11 16:05:00+00:00	Low	11.03	10.51	9.93	11.64	1029	89	3.6	0.0	0	0	5.08	69.73	97.0
2022-11-11 16:42:00+00:00	Low	10.57	10.01	8.97	11.08	1029	89	3.09	0.0	0	0	3.28	69.73	97.0
2022-11-11 16:47:00+00:00	Low	10.57	10.01	8.97	11.08	1029	89	3.09	0.0	0	0	4.68	70.89	97.0
2022-11-11 16:55:00+00:00	Low	10.57	10.01	8.97	11.08	1029	89	3.09	0.0	0	0	4.21	69.73	97.0
2022-11-11 18:24:00+00:00	Low	9.83	8.26	8.82	10.52	1030	89	3.09	0.0	0	0	0.0	87.85	100.0
2022-11-11 18:35:00+00:00	Low	9.69	7.57	8.29	10.53	1030	89	4.12	0.0	0	0	4.28	69.73	97.0
2022-11-11 19:18:00+00:00	Low	9.69	7.57	8.29	10.53	1030	89	4.12	0.0	0	0	4.32	72.66	97.0
2022-11-11 20:20:00+00:00	Low	9.24	9.24	7.72	9.97	1030	89	0.89	0.0	90	1	4.5	69.93	97.0
2022-11-12 00:24:00+00:00	Low	7.51	5.82	5.97	8.86	1031	94	2.57	0.0	20	3	5.15	69.73	97.0
2022-11-12 00:30:00+00:00	Low	7.51	5.82	5.97	8.86	1031	94	2.57	0.0	20	3	4.9	69.73	97.0
2022-11-12 15:35:00+00:00	Low	11.96	11.25	11.07	12.75	1029	78	0.0	0.0	0	0	5.87	69.73	97.0
2022-11-12 15:59:00+00:00	Low	11.96	11.25	11.07	12.75	1029	78	0.0	0.0	0	0	0.0	71.19	97.0
2022-11-12 18:54:00+00:00	Low	9.47	7.82	8.29	10.53	1029	91	3.09	0.0	0	0	0.0	63.45	97.0
2022-11-12 20:54:00+00:00	Low	8.28	6.73	7.18	9.41	1028	91	2.57	0.0	0	0	0.0	66.16	99.0
2022-11-13 22:18:00+00:00	Low	7.47	6.19	5.97	8.3	1017	92	2.06	0.0	1	3	5.54	79.05	97.0
2022-11-13 22:23:00+00:00	Medium	7.47	6.19	5.97	8.3	1017	92	2.06	0.0	1	3	5.54	79.05	97.0
2022-11-13 22:26:00+00:00	Low	7.47	6.19	5.97	8.3	1017	92	2.06	0.0	1	3	5.62	69.73	97.0
2022-11-14 15:55:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	6.26	75.73	97.0
2022-11-14 15:56:00+00:00	Medium	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	6.26	75.73	97.0
2022-11-14 16:10:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.9	69.73	97.0
2022-11-14 16:12:00+00:00	High	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.94	69.73	97.0
2022-11-14 16:13:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.94	69.73	97.0
2022-11-14 16:14:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.83	69.73	97.0
2022-11-14 16:15:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.76	69.73	97.0
2022-11-14 16:19:00+00:00	Low	7.39	4.49	6.61	8.3	1010	83	4.63	0.0	20	1	5.76	65.34	97.0
2022-11-14 17:09:00+00:00	Low	6.54	3.69	5.5	7.19	1009	87	4.12	0.0	0	0	4.68	69.73	97.0
2022-11-14 17:14:00+00:00	High	6.54	3.69	5.5	7.19	1009	87	4.12	0.0	0	0	3.96	69.73	97.0
2022-11-14 17:15:00+00:00	Low	6.54	3.69	5.5	7.19	1009	87	4.12	0.0	0	0	3.42	69.73	97.0
2022-11-14 17:18:00+00:00	Low	6.54	3.69	5.5	7.19	1009	87	4.12	0.0	0	0	3.42	73.5	97.0
2022-11-14 17:55:00+00:00	Low	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	3.82	69.37	97.0
2022-11-14 17:57:00+00:00	Low	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	3.82	69.73	97.0
2022-11-14 18:00:00+00:00	Low	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	4.86	69.73	97.0
2022-11-14 18:03:00+00:00	Low	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	5.29	69.73	97.0
2022-11-14 18:05:00+00:00	Medium	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	3.6	69.73	97.0
2022-11-14 18:06:00+00:00	Low	6.07	3.4	5.5	6.64	1009	89	3.6	0.0	0	0	3.74	69.73	97.0
2022-11-14 19:55:00+00:00	Low	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	4.46	71.0	97.0
2022-11-14 19:57:00+00:00	Low	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	4.46	69.73	97.0
2022-11-14 20:20:00+00:00	Low	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	4.0	76.25	97.0
2022-11-14 20:27:00+00:00	Low	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	5.29	69.73	97.0
2022-11-14 20:28:00+00:00	Medium	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	4.86	69.73	97.0
2022-11-14 20:29:00+00:00	Low	5.39	2.57	4.93	6.08	1009	90	3.6	0.0	75	1	4.86	69.73	97.0
2022-11-14 20:34:00+00:00	Medium	6.11	2.98	5.5	6.63	1008	90	4.47	0.0	100	1	5.51	69.73	97.0
2022-11-14 20:35:00+00:00	Low	6.11	2.98	5.5	6.63	1008	90	4.47	0.0	100	1	5.51	69.73	97.0
2022-11-14 21:12:00+00:00	Low	6.11	2.98	5.5	6.63	1008	90	4.47	0.0	100	1	3.38	83.34	97.0
2022-11-14 21:52:00+00:00	Low	5.93	2.94	5.5	6.08	1008	90	4.12	0.0	100	1	6.01	69.73	97.0
2022-11-14 21:53:00+00:00	Medium	5.93	2.94	5.5	6.08	1008	90	4.12	0.0	100	1	3.49	69.73	97.0
2022-11-14 21:54:00+00:00	Low	5.93	2.94	5.5	6.08	1008	90	4.12	0.0	100	1	3.49	69.73	97.0
2022-11-14 22:37:00+00:00	Low	6.27	4.35	5.5	6.64	1008	91	2.57	0.0	100	4	4.86	69.73	97.0
2022-11-14 22:43:00+00:00	Low	6.27	4.35	5.5	6.64	1008	91	2.57	0.0	100	4	4.86	56.66	97.0
2022-11-15 13:00:00+00:00	Low	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.83	69.73	97.0
2022-11-15 13:04:00+00:00	Medium	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.26	69.73	97.0
2022-11-15 13:05:00+00:00	High	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.26	69.73	97.0
2022-11-15 13:06:00+00:00	Low	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.26	69.73	97.0
2022-11-15 13:08:00+00:00	Low	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	4.07	69.73	97.0
2022-11-15 13:11:00+00:00	High	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	4.07	69.73	97.0
2022-11-15 13:12:00+00:00	Medium	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	4.07	69.73	97.0
2022-11-15 13:18:00+00:00	Medium	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.11	69.73	97.0
2022-11-15 13:19:00+00:00	Medium	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.11	72.23	97.0
2022-11-15 13:20:00+00:00	Low	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.11	72.23	97.0
2022-11-15 13:24:00+00:00	Medium	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.33	72.23	97.0
2022-11-15 13:25:00+00:00	High	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.33	72.23	97.0
2022-11-15 13:26:00+00:00	Low	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.33	72.23	97.0
2022-11-15 13:29:00+00:00	High	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	5.33	69.73	97.0
2022-11-15 13:30:00+00:00	High	12.38	11.66	11.61	13.28	1003	76	6.17	0.0	0	0	4.5	69.73	97.0
2022-11-15 13:31:00+00:00	Medium	12.4	11.6	11.61	13.28	1002	73	7.72	0.0	0	0	4.5	69.73	97.0
2022-11-15 13:32:00+00:00	Low	12.4	11.6	11.61	13.28	1002	73	7.72	0.0	0	0	4.5	69.73	97.0
